ID		from		to
10592	;	6752 JP	;	MTSL US
10593	;	NTNX US	;	N2N MK
10594	;	IMO LN	;	NICE IT
10595	;	NUAN US	;	NICE IT
10596	;	ANET US	;	NTNX US
10597	;	DELL US	;	NTNX US
10598	;	FLEX US	;	NTNX US
10599	;	HPP US	;	NTNX US
10600	;	MLNX US	;	NTNX US
10601	;	NVDA US	;	NTNX US
10602	;	SGH US	;	NTNX US
10603	;	WDC US	;	NTNX US
10604	;	036540 KS	;	NTWK US
10605	;	000737 CH	;	NUAN US
10606	;	NVDA US	;	NUAN US
10607	;	PDM US	;	NUAN US
10608	;	601360 CH	;	OPRA US
10609	;	600601 CH	;	OTEX CN
10610	;	SWCH US	;	OTEX CN
10611	;	UPS US	;	PCTY US
10612	;	VRTU US	;	PEGA US
10613	;	1966 JP	;	PLTR US
10614	;	2002 TT	;	PLTR US
10615	;	4208 JP	;	PLTR US
10616	;	5727 JP	;	PLTR US
10617	;	ERA FP	;	PLTR US
10618	;	HPE US	;	PTC US
10619	;	MRC US	;	PTC US
10620	;	MTRX US	;	PTC US
10621	;	NRP US	;	PTC US
10622	;	PWR US	;	PTC US
10623	;	VPG US	;	PTC US
10624	;	ORCL US	;	QADB US
10625	;	SWCH US	;	RMNI US
10626	;	CSCO US	;	RNG US
10627	;	GOOGL US	;	RNG US
10628	;	NICE IT	;	RNG US
10629	;	PLT US	;	RNG US
10630	;	TRNS US	;	ROUTE IN
10631	;	FFIV US	;	RP US
10632	;	IBM US	;	RP US
10633	;	ORCL US	;	RP US
10634	;	3666 JP	;	SAP GR
10635	;	600808 CH	;	SAP GR
10636	;	ADBE US	;	SAP GR
10637	;	AKAM US	;	SAP GR
10638	;	CPG LN	;	SAP GR
10639	;	HPE US	;	SAP GR
10640	;	INTC US	;	SAP GR
10641	;	KRC US	;	SAP GR
10642	;	LEO GR	;	SAP GR
10643	;	MCT SP	;	SAP GR
10644	;	NTAP US	;	SAP GR
10645	;	ORCL US	;	SAP GR
10646	;	PSTG US	;	SAP GR
10647	;	PTC US	;	SAP GR
10648	;	RDWR US	;	SAP GR
10649	;	SIE GR	;	SAP GR
10650	;	SORL US	;	SAP GR
10651	;	VOD LN	;	SAP GR
10652	;	WDC US	;	SAP GR
10653	;	MLNX US	;	SEAC US
10654	;	ORCL US	;	SECURKLO IN
10655	;	IBM US	;	SILV SP
10656	;	AAT US	;	SMAR US
10657	;	002635 CH	;	SNPS US
10658	;	ABBN SW	;	SNPS US
10659	;	KRC US	;	SNPS US
10660	;	KWR US	;	SNPS US
10661	;	LT IN	;	SNPS US
10662	;	MLNX US	;	SNPS US
10663	;	PSTG US	;	SNPS US
10664	;	TML IN	;	SNPS US
10665	;	TRF IN	;	SNPS US
10666	;	DLN LN	;	SPLK US
10667	;	FRT US	;	SPLK US
10668	;	PSTG US	;	SPLK US
10669	;	WDC US	;	SPLK US
10670	;	D-U CN	;	SSNC US
10671	;	HBRN ID	;	SSNC US
10672	;	ADBE US	;	SVMK US
10673	;	MSFT US	;	TEAM US
10674	;	HPE US	;	TEUM US
10675	;	MLNX US	;	VRNT US
10676	;	NUAN US	;	VRNT US
10677	;	RDWR US	;	VRNT US
10678	;	STX US	;	VRNT US
10679	;	ADBE US	;	WDAY US
10680	;	BLND LN	;	WDAY US
10681	;	PSTG US	;	WDAY US
10682	;	GLO PM	;	X PM
10683	;	002369 CH	;	XNET US
10684	;	IBM US	;	ZEN US
10685	;	KMI US	;	ZEN US
10686	;	NICE IT	;	ZEN US
10687	;	PPG US	;	ZEN US
10688	;	RHIM LN	;	ZEN US
10689	;	USIM5 BZ	;	ZEN US
10690	;	AMRJ IN	;	ZENT IN
10691	;	104480 KS	;	ZM US
10692	;	1203 HK	;	ZM US
10693	;	1733 HK	;	ZM US
10694	;	ORCL US	;	ZM US
10695	;	TECK/B CN	;	ZM US
10696	;	002342 CH	;	000629 CH
10697	;	002978 CH	;	000629 CH
10698	;	267 HK	;	000708 CH
10699	;	300062 CH	;	000708 CH
10700	;	601608 CH	;	000708 CH
10701	;	998 HK	;	000708 CH
10702	;	SU FP	;	000708 CH
10703	;	000723 CH	;	000709 CH
10704	;	000751 CH	;	000709 CH
10705	;	000923 CH	;	000709 CH
10706	;	000937 CH	;	000709 CH
10707	;	600997 CH	;	000709 CH
10708	;	7011 JP	;	000709 CH
10709	;	HSC US	;	000709 CH
10710	;	KWR US	;	000709 CH
10711	;	600019 CH	;	000717 CH
10712	;	900926 CH	;	000717 CH
10713	;	002342 CH	;	000778 CH
10714	;	601718 CH	;	000778 CH
10715	;	BHP AU	;	000778 CH
10716	;	000737 CH	;	000825 CH
10717	;	000767 CH	;	000825 CH
10718	;	002342 CH	;	000825 CH
10719	;	600169 CH	;	000825 CH
10720	;	600456 CH	;	000825 CH
10721	;	600546 CH	;	000825 CH
10722	;	600691 CH	;	000825 CH
10723	;	601001 CH	;	000825 CH
10724	;	601699 CH	;	000825 CH
10725	;	AP US	;	000825 CH
10726	;	HSC US	;	000825 CH
10727	;	390 HK	;	000890 CH
10728	;	000629 CH	;	000898 CH
10729	;	000723 CH	;	000898 CH
10730	;	000751 CH	;	000898 CH
10731	;	601989 CH	;	000898 CH
10732	;	BEKB BB	;	000898 CH
10733	;	000709 CH	;	000923 CH
10734	;	2338 HK	;	000923 CH
10735	;	CMI US	;	000923 CH
10736	;	GLEN LN	;	000923 CH
10737	;	002066 CH	;	000932 CH
10738	;	600397 CH	;	000932 CH
10739	;	601618 CH	;	000932 CH
10740	;	ANDR AV	;	000932 CH
10741	;	KWR US	;	000932 CH
10742	;	002342 CH	;	000959 CH
10743	;	600997 CH	;	000959 CH
10744	;	ANDR AV	;	000959 CH
10745	;	MOCORP FH	;	000959 CH
10746	;	005490 KS	;	001080 KS
10747	;	000390 KS	;	001230 KS
10748	;	001250 KS	;	001230 KS
10749	;	005490 KS	;	001230 KS
10750	;	009540 KS	;	001230 KS
10751	;	047050 KS	;	001230 KS
10752	;	129260 KS	;	001230 KS
10753	;	5411 JP	;	001230 KS
10754	;	MT NA	;	001230 KS
10755	;	003030 KS	;	001430 KS
10756	;	019440 KS	;	001430 KS
10757	;	025560 KS	;	001430 KS
10758	;	058450 KS	;	001430 KS
10759	;	058650 KS	;	001430 KS
10760	;	6417 JP	;	001430 KS
10761	;	CFX US	;	001430 KS
10762	;	005490 KS	;	001770 KS
10763	;	047050 KS	;	001770 KS
10764	;	007280 KS	;	001940 KS
10765	;	009540 KS	;	001940 KS
10766	;	012160 KS	;	001940 KS
10767	;	104700 KS	;	001940 KS
10768	;	000820 CH	;	002075 CH
10769	;	002225 CH	;	002110 CH
10770	;	300035 CH	;	002110 CH
10771	;	600549 CH	;	002110 CH
10772	;	600755 CH	;	002110 CH
10773	;	RIO LN	;	002110 CH
10774	;	004020 KS	;	002220 KS
10775	;	071090 KS	;	002220 KS
10776	;	005490 KS	;	002240 KS
10777	;	010130 KS	;	002240 KS
10778	;	5401 JP	;	002240 KS
10779	;	002380 KS	;	002290 CH
10780	;	5411 JP	;	002290 CH
10781	;	600019 CH	;	002290 CH
10782	;	002756 CH	;	002318 CH
10783	;	600456 CH	;	002318 CH
10784	;	JCI US	;	002318 CH
10785	;	002427 CH	;	002342 CH
10786	;	6810 JP	;	002342 CH
10787	;	600010 CH	;	002392 CH
10788	;	002122 CH	;	002552 CH
10789	;	005490 KS	;	002690 KS
10790	;	005490 KS	;	002710 KS
10791	;	002318 CH	;	002756 CH
10792	;	7011 JP	;	002756 CH
10793	;	600590 CH	;	002760 CH
10794	;	001430 KS	;	003030 KS
10795	;	010130 KS	;	003030 KS
10796	;	058650 KS	;	003030 KS
10797	;	CFX US	;	003030 KS
10798	;	000720 KS	;	004020 KS
10799	;	000970 KS	;	004020 KS
10800	;	008970 KS	;	004020 KS
10801	;	011810 KS	;	004020 KS
10802	;	015890 KS	;	004020 KS
10803	;	024800 KS	;	004020 KS
10804	;	028670 KS	;	004020 KS
10805	;	032280 KS	;	004020 KS
10806	;	033430 KS	;	004020 KS
10807	;	064350 KS	;	004020 KS
10808	;	072520 KS	;	004020 KS
10809	;	086280 KS	;	004020 KS
10810	;	101170 KS	;	004020 KS
10811	;	104460 KS	;	004020 KS
10812	;	126640 KS	;	004020 KS
10813	;	307950 KS	;	004020 KS
10814	;	5411 JP	;	004020 KS
10815	;	5698 JP	;	004020 KS
10816	;	AAL LN	;	004020 KS
10817	;	BHP AU	;	004020 KS
10818	;	MT NA	;	004020 KS
10819	;	RIO LN	;	004020 KS
10820	;	TECK/B CN	;	004020 KS
10821	;	VALE3 BZ	;	004020 KS
10822	;	VSVS LN	;	004020 KS
10823	;	005490 KS	;	004560 KS
10824	;	005490 KS	;	004890 KS
10825	;	109860 KS	;	004890 KS
10826	;	5411 JP	;	004890 KS
10827	;	BHP AU	;	004890 KS
10828	;	005490 KS	;	005010 KS
10829	;	5401 JP	;	005010 KS
10830	;	5411 JP	;	005010 KS
10831	;	SSP AB	;	005010 KS
10832	;	048430 KS	;	005160 KS
10833	;	075970 KS	;	005160 KS
10834	;	5411 JP	;	005160 KS
10835	;	001230 KS	;	005490 KS
10836	;	001560 KS	;	005490 KS
10837	;	003670 KS	;	005490 KS
10838	;	004140 KS	;	005490 KS
10839	;	005880 KS	;	005490 KS
10840	;	009520 KS	;	005490 KS
10841	;	022100 KS	;	005490 KS
10842	;	033430 KS	;	005490 KS
10843	;	036460 KS	;	005490 KS
10844	;	047050 KS	;	005490 KS
10845	;	054930 KS	;	005490 KS
10846	;	058430 KS	;	005490 KS
10847	;	104480 KS	;	005490 KS
10848	;	1203 HK	;	005490 KS
10849	;	128660 KS	;	005490 KS
10850	;	1733 HK	;	005490 KS
10851	;	8058 JP	;	005490 KS
10852	;	ERA FP	;	005490 KS
10853	;	ORCL US	;	005490 KS
10854	;	RHIM LN	;	005490 KS
10855	;	TECK/B CN	;	005490 KS
10856	;	001520 KS	;	007280 KS
10857	;	001940 KS	;	007280 KS
10858	;	012160 KS	;	007280 KS
10859	;	005490 KS	;	008260 KS
10860	;	008420 KS	;	008260 KS
10861	;	005490 KS	;	008420 KS
10862	;	008260 KS	;	008420 KS
10863	;	004020 KS	;	008970 KS
10864	;	005490 KS	;	008970 KS
10865	;	003670 KS	;	009520 KS
10866	;	005490 KS	;	009520 KS
10867	;	022100 KS	;	009520 KS
10868	;	047050 KS	;	009520 KS
10869	;	001940 KS	;	012160 KS
10870	;	005490 KS	;	012160 KS
10871	;	007280 KS	;	012160 KS
10872	;	010130 KS	;	012160 KS
10873	;	9202 JP	;	012160 KS
10874	;	005490 KS	;	012620 KS
10875	;	025870 KS	;	012620 KS
10876	;	005490 KS	;	014280 KS
10877	;	010130 KS	;	014280 KS
10878	;	073010 KS	;	014280 KS
10879	;	CRS US	;	014280 KS
10880	;	001390 KS	;	016380 KS
10881	;	004020 KS	;	016380 KS
10882	;	010130 KS	;	016380 KS
10883	;	151860 KS	;	016380 KS
10884	;	5401 JP	;	016380 KS
10885	;	5411 JP	;	016380 KS
10886	;	005490 KS	;	017480 KS
10887	;	001430 KS	;	019440 KS
10888	;	005490 KS	;	019440 KS
10889	;	005490 KS	;	021040 KS
10890	;	000430 KS	;	023000 KS
10891	;	005490 KS	;	023000 KS
10892	;	133820 KS	;	023790 KS
10893	;	005490 KS	;	025550 KS
10894	;	005490 KS	;	026940 KS
10895	;	005490 KS	;	037370 KS
10896	;	6762 JP	;	037370 KS
10897	;	005490 KS	;	037760 KS
10898	;	005490 KS	;	038010 KS
10899	;	005490 KS	;	039240 KS
10900	;	005490 KS	;	048470 KS
10901	;	000390 KS	;	058430 KS
10902	;	005490 KS	;	058430 KS
10903	;	010130 KS	;	058430 KS
10904	;	047050 KS	;	058430 KS
10905	;	001430 KS	;	058650 KS
10906	;	003030 KS	;	058650 KS
10907	;	071050 KS	;	058650 KS
10908	;	5471 JP	;	058650 KS
10909	;	TIFS LN	;	058650 KS
10910	;	005490 KS	;	058730 KS
10911	;	004020 KS	;	060380 KS
10912	;	005490 KS	;	060380 KS
10913	;	002220 KS	;	071090 KS
10914	;	005490 KS	;	071090 KS
10915	;	084110 KS	;	078940 KS
10916	;	200670 KS	;	078940 KS
10917	;	243070 KS	;	078940 KS
10918	;	005490 KS	;	081150 KS
10919	;	005490 KS	;	090410 KS
10920	;	005490 KS	;	100090 KS
10921	;	077970 KS	;	100090 KS
10922	;	5411 JP	;	100090 KS
10923	;	001940 KS	;	104700 KS
10924	;	004890 KS	;	109860 KS
10925	;	000590 KS	;	120030 KS
10926	;	005490 KS	;	120030 KS
10927	;	005490 KS	;	1203 HK
10928	;	005490 KS	;	133820 KS
10929	;	023790 KS	;	133820 KS
10930	;	005490 KS	;	138070 KS
10931	;	5493 TT	;	1532 TT
10932	;	BHP AU	;	1733 HK
10933	;	RIO LN	;	1733 HK
10934	;	1535 TT	;	2002 TT
10935	;	1594 TT	;	2002 TT
10936	;	1723 TT	;	2002 TT
10937	;	2013 TT	;	2002 TT
10938	;	2014 TT	;	2002 TT
10939	;	2035 TT	;	2002 TT
10940	;	2208 TT	;	2002 TT
10941	;	3663 TT	;	2002 TT
10942	;	5401 JP	;	2002 TT
10943	;	5411 JP	;	2002 TT
10944	;	7011 JP	;	2002 TT
10945	;	8053 JP	;	2002 TT
10946	;	9810 JP	;	2002 TT
10947	;	9930 TT	;	2002 TT
10948	;	BHP AU	;	2002 TT
10949	;	KWR US	;	2002 TT
10950	;	RIO LN	;	2002 TT
10951	;	SIE GR	;	2002 TT
10952	;	5401 JP	;	2006 TT
10953	;	6581 TT	;	2006 TT
10954	;	8367 TT	;	2006 TT
10955	;	ABBN SW	;	2006 TT
10956	;	APD US	;	2006 TT
10957	;	2023 TT	;	2007 TT
10958	;	MT NA	;	2007 TT
10959	;	002342 CH	;	200761 CH
10960	;	004800 KS	;	2008 TT
10961	;	2002 TT	;	2010 TT
10962	;	8015 JP	;	2010 TT
10963	;	2002 TT	;	2014 TT
10964	;	SIE GR	;	2014 TT
10965	;	6581 TT	;	2015 TT
10966	;	8367 TT	;	2015 TT
10967	;	ABBN SW	;	2015 TT
10968	;	2722 TT	;	2017 TT
10969	;	5713 JP	;	2020 TT
10970	;	1726 TT	;	2023 TT
10971	;	2007 TT	;	2023 TT
10972	;	ANDR AV	;	2023 TT
10973	;	MT NA	;	2023 TT
10974	;	2002 TT	;	2024 TT
10975	;	5401 JP	;	2024 TT
10976	;	5411 JP	;	2024 TT
10977	;	MT NA	;	2024 TT
10978	;	TATA IN	;	2024 TT
10979	;	2002 TT	;	2027 TT
10980	;	8415 TT	;	2027 TT
10981	;	9962 TT	;	2027 TT
10982	;	ALMI IJ	;	2027 TT
10983	;	ARNC US	;	2027 TT
10984	;	HLM SJ	;	2027 TT
10985	;	1726 TT	;	2029 TT
10986	;	2014 TT	;	2029 TT
10987	;	9958 TT	;	2031 TT
10988	;	2002 TT	;	2035 TT
10989	;	8058 JP	;	2035 TT
10990	;	ERA FP	;	2035 TT
10991	;	6581 TT	;	2038 TT
10992	;	005490 KS	;	2064 TT
10993	;	5401 JP	;	2064 TT
10994	;	5411 JP	;	2064 TT
10995	;	5471 JP	;	2064 TT
10996	;	MT NA	;	2064 TT
10997	;	TATA IN	;	2064 TT
10998	;	1584 TT	;	5009 TT
10999	;	005490 KS	;	5014 TT
11000	;	600019 CH	;	5014 TT
11001	;	600307 CH	;	5014 TT
11002	;	5471 JP	;	5016 TT
11003	;	9810 JP	;	5016 TT
11004	;	TATA IN	;	5016 TT
11005	;	1515 JP	;	5401 JP
11006	;	1518 JP	;	5401 JP
11007	;	1966 JP	;	5401 JP
11008	;	2002 TT	;	5401 JP
11009	;	2327 JP	;	5401 JP
11010	;	3315 JP	;	5401 JP
11011	;	3437 JP	;	5401 JP
11012	;	4004 JP	;	5401 JP
11013	;	4005 JP	;	5401 JP
11014	;	4208 JP	;	5401 JP
11015	;	5282 JP	;	5401 JP
11016	;	5301 JP	;	5401 JP
11017	;	5352 JP	;	5401 JP
11018	;	5363 JP	;	5401 JP
11019	;	5542 JP	;	5401 JP
11020	;	5727 JP	;	5401 JP
11021	;	5801 JP	;	5401 JP
11022	;	6501 JP	;	5401 JP
11023	;	7525 JP	;	5401 JP
11024	;	9025 JP	;	5401 JP
11025	;	9110 JP	;	5401 JP
11026	;	9810 JP	;	5401 JP
11027	;	ERA FP	;	5401 JP
11028	;	RHIM LN	;	5401 JP
11029	;	RIO LN	;	5401 JP
11030	;	4188 JP	;	5406 JP
11031	;	4208 JP	;	5406 JP
11032	;	5351 JP	;	5406 JP
11033	;	5471 JP	;	5406 JP
11034	;	5476 JP	;	5406 JP
11035	;	5644 JP	;	5406 JP
11036	;	6299 JP	;	5406 JP
11037	;	6444 JP	;	5406 JP
11038	;	6470 JP	;	5406 JP
11039	;	6473 JP	;	5406 JP
11040	;	7236 JP	;	5406 JP
11041	;	7242 JP	;	5406 JP
11042	;	7247 JP	;	5406 JP
11043	;	7278 JP	;	5406 JP
11044	;	7537 JP	;	5406 JP
11045	;	8075 JP	;	5406 JP
11046	;	MSS IN	;	5406 JP
11047	;	OERL SW	;	5406 JP
11048	;	TWI US	;	5406 JP
11049	;	5401 JP	;	5408 JP
11050	;	8078 JP	;	5408 JP
11051	;	5401 JP	;	5410 JP
11052	;	1433 JP	;	5411 JP
11053	;	4107 JP	;	5411 JP
11054	;	4188 JP	;	5411 JP
11055	;	4832 JP	;	5411 JP
11056	;	5271 JP	;	5411 JP
11057	;	5302 JP	;	5411 JP
11058	;	5351 JP	;	5411 JP
11059	;	5363 JP	;	5411 JP
11060	;	5609 JP	;	5411 JP
11061	;	5990 JP	;	5411 JP
11062	;	6112 JP	;	5411 JP
11063	;	7011 JP	;	5411 JP
11064	;	900936 CH	;	5411 JP
11065	;	9362 JP	;	5411 JP
11066	;	9991 JP	;	5411 JP
11067	;	DSY FP	;	5411 JP
11068	;	FND TB	;	5411 JP
11069	;	IBM US	;	5411 JP
11070	;	PER MK	;	5411 JP
11071	;	4004 JP	;	5440 JP
11072	;	5301 JP	;	5440 JP
11073	;	5302 JP	;	5440 JP
11074	;	VIS VN	;	5440 JP
11075	;	5301 JP	;	5444 JP
11076	;	9362 JP	;	5444 JP
11077	;	4004 JP	;	5445 JP
11078	;	5301 JP	;	5445 JP
11079	;	5302 JP	;	5445 JP
11080	;	7231 JP	;	5446 JP
11081	;	5301 JP	;	5449 JP
11082	;	5302 JP	;	5449 JP
11083	;	5401 JP	;	5449 JP
11084	;	005490 KS	;	5451 JP
11085	;	5401 JP	;	5451 JP
11086	;	5411 JP	;	5451 JP
11087	;	5713 JP	;	5451 JP
11088	;	6501 JP	;	5451 JP
11089	;	ANDR AV	;	5451 JP
11090	;	5401 JP	;	5458 JP
11091	;	5411 JP	;	5458 JP
11092	;	8031 JP	;	5458 JP
11093	;	5302 JP	;	5461 JP
11094	;	5401 JP	;	5463 JP
11095	;	5411 JP	;	5463 JP
11096	;	005490 KS	;	5464 JP
11097	;	5471 JP	;	5464 JP
11098	;	4004 JP	;	5471 JP
11099	;	5301 JP	;	5471 JP
11100	;	5302 JP	;	5471 JP
11101	;	5484 JP	;	5471 JP
11102	;	5659 JP	;	5471 JP
11103	;	5713 JP	;	5471 JP
11104	;	8031 JP	;	5471 JP
11105	;	8058 JP	;	5471 JP
11106	;	5406 JP	;	5476 JP
11107	;	4004 JP	;	5480 JP
11108	;	5411 JP	;	5480 JP
11109	;	5471 JP	;	5480 JP
11110	;	6501 JP	;	5480 JP
11111	;	4004 JP	;	5481 JP
11112	;	5301 JP	;	5481 JP
11113	;	5401 JP	;	5481 JP
11114	;	4004 JP	;	5482 JP
11115	;	5302 JP	;	5482 JP
11116	;	5401 JP	;	5482 JP
11117	;	5411 JP	;	5482 JP
11118	;	5471 JP	;	5482 JP
11119	;	6201 JP	;	5482 JP
11120	;	6319 JP	;	5482 JP
11121	;	7315 JP	;	5482 JP
11122	;	5471 JP	;	5484 JP
11123	;	5802 JP	;	5486 JP
11124	;	6201 JP	;	5486 JP
11125	;	6501 JP	;	5486 JP
11126	;	7250 JP	;	5486 JP
11127	;	AIXA GR	;	5486 JP
11128	;	5401 JP	;	5491 JP
11129	;	5411 JP	;	5491 JP
11130	;	5401 JP	;	5542 JP
11131	;	5411 JP	;	5563 JP
11132	;	5486 JP	;	5563 JP
11133	;	6762 JP	;	5563 JP
11134	;	4208 JP	;	5602 JP
11135	;	ANDR AV	;	5602 JP
11136	;	4208 JP	;	5609 JP
11137	;	5301 JP	;	5609 JP
11138	;	5411 JP	;	5609 JP
11139	;	6501 JP	;	5610 JP
11140	;	6503 JP	;	5610 JP
11141	;	5411 JP	;	5612 JP
11142	;	4208 JP	;	5632 JP
11143	;	5301 JP	;	5632 JP
11144	;	5482 JP	;	5632 JP
11145	;	7011 JP	;	5632 JP
11146	;	INDS IJ	;	5632 JP
11147	;	5401 JP	;	5658 JP
11148	;	5802 JP	;	5658 JP
11149	;	5471 JP	;	5660 JP
11150	;	5401 JP	;	5697 JP
11151	;	5411 JP	;	5697 JP
11152	;	5471 JP	;	5697 JP
11153	;	BEKB BB	;	5981 JP
11154	;	000401 CH	;	600010 CH
11155	;	002342 CH	;	600010 CH
11156	;	002392 CH	;	600010 CH
11157	;	600111 CH	;	600010 CH
11158	;	000520 CH	;	600019 CH
11159	;	000717 CH	;	600019 CH
11160	;	000800 CH	;	600019 CH
11161	;	000960 CH	;	600019 CH
11162	;	002381 CH	;	600019 CH
11163	;	600126 CH	;	600019 CH
11164	;	600516 CH	;	600019 CH
11165	;	600808 CH	;	600019 CH
11166	;	601018 CH	;	600019 CH
11167	;	601666 CH	;	600019 CH
11168	;	601968 CH	;	600019 CH
11169	;	900926 CH	;	600019 CH
11170	;	ABBN SW	;	600019 CH
11171	;	AXTA US	;	600019 CH
11172	;	KWR US	;	600019 CH
11173	;	VSVS LN	;	600019 CH
11174	;	000655 CH	;	600022 CH
11175	;	600784 CH	;	600022 CH
11176	;	ANDR AV	;	600022 CH
11177	;	KWR US	;	600022 CH
11178	;	601168 CH	;	600117 CH
11179	;	002225 CH	;	600126 CH
11180	;	600019 CH	;	600126 CH
11181	;	600526 CH	;	600126 CH
11182	;	HSC US	;	600126 CH
11183	;	BHP AU	;	600231 CH
11184	;	002342 CH	;	600282 CH
11185	;	2688 HK	;	600282 CH
11186	;	300226 CH	;	600282 CH
11187	;	601969 CH	;	600282 CH
11188	;	603667 CH	;	600282 CH
11189	;	656 HK	;	600282 CH
11190	;	RIO LN	;	600282 CH
11191	;	VOS GR	;	600282 CH
11192	;	002342 CH	;	600307 CH
11193	;	3833 HK	;	600307 CH
11194	;	601168 CH	;	600307 CH
11195	;	1898 HK	;	600408 CH
11196	;	000597 CH	;	600507 CH
11197	;	000715 CH	;	600507 CH
11198	;	000818 CH	;	600507 CH
11199	;	600397 CH	;	600507 CH
11200	;	600516 CH	;	600507 CH
11201	;	ATCOA SS	;	600507 CH
11202	;	002225 CH	;	600569 CH
11203	;	002342 CH	;	600569 CH
11204	;	FMG AU	;	600569 CH
11205	;	900926 CH	;	600581 CH
11206	;	000737 CH	;	600740 CH
11207	;	1898 HK	;	600740 CH
11208	;	600169 CH	;	600740 CH
11209	;	CAT US	;	600758 CH
11210	;	002342 CH	;	600782 CH
11211	;	600397 CH	;	600782 CH
11212	;	600022 CH	;	600784 CH
11213	;	000933 CH	;	600808 CH
11214	;	002066 CH	;	600808 CH
11215	;	002342 CH	;	600808 CH
11216	;	010060 KS	;	600808 CH
11217	;	600418 CH	;	600808 CH
11218	;	6885 HK	;	600808 CH
11219	;	300073 CH	;	600980 CH
11220	;	000709 CH	;	600997 CH
11221	;	JMAT LN	;	600997 CH
11222	;	002342 CH	;	601003 CH
11223	;	GLEN LN	;	601003 CH
11224	;	300226 CH	;	601969 CH
11225	;	600282 CH	;	601969 CH
11226	;	600655 CH	;	601969 CH
11227	;	656 HK	;	601969 CH
11228	;	NELES FH	;	601969 CH
11229	;	SKFB SS	;	603315 CH
11230	;	4004 JP	;	7231 JP
11231	;	5301 JP	;	7231 JP
11232	;	5401 JP	;	7231 JP
11233	;	5446 JP	;	7231 JP
11234	;	6319 JP	;	7231 JP
11235	;	7240 JP	;	7231 JP
11236	;	7250 JP	;	7231 JP
11237	;	5401 JP	;	7305 JP
11238	;	6473 JP	;	7305 JP
11239	;	4004 JP	;	7485 JP
11240	;	5401 JP	;	7485 JP
11241	;	5411 JP	;	7485 JP
11242	;	5471 JP	;	7485 JP
11243	;	5741 JP	;	7485 JP
11244	;	6103 JP	;	7485 JP
11245	;	6470 JP	;	7485 JP
11246	;	6474 JP	;	7485 JP
11247	;	6503 JP	;	7485 JP
11248	;	7278 JP	;	7485 JP
11249	;	7624 JP	;	7485 JP
11250	;	ANDR AV	;	9957 TT
11251	;	ERA FP	;	9957 TT
11252	;	GLEN LN	;	9957 TT
11253	;	2002 TT	;	9958 TT
11254	;	2031 TT	;	9958 TT
11255	;	APD US	;	9958 TT
11256	;	5411 JP	;	9964 JP
11257	;	ANDR AV	;	ACX SM
11258	;	ERA FP	;	ACX SM
11259	;	NUE US	;	ACX SM
11260	;	RHIM LN	;	ACX SM
11261	;	SPG SJ	;	ACX SM
11262	;	GSTEEL TB	;	AMC TB
11263	;	NRP US	;	AMR US
11264	;	000825 CH	;	AP US
11265	;	ERA FP	;	APAM NA
11266	;	MT NA	;	APAM NA
11267	;	CAP CI	;	ARI AU
11268	;	SABIC AB	;	ASPMM JR
11269	;	7011 JP	;	ASTL PA
11270	;	AMG NA	;	ATI US
11271	;	PTC US	;	ATI US
11272	;	RHIM LN	;	ATI US
11273	;	RS US	;	ATI US
11274	;	6301 JP	;	AUTLANB MM
11275	;	ANDR AV	;	AUTLANB MM
11276	;	KRAS IJ	;	BAJA IJ
11277	;	INFOD CI	;	BEKB BB
11278	;	MT NA	;	BEKB BB
11279	;	MAGN RM	;	BLNG RM
11280	;	6301 JP	;	BRL AU
11281	;	AKZA NA	;	BSL AU
11282	;	MBAP IJ	;	BSL AU
11283	;	GDST IJ	;	BTON IJ
11284	;	TATA IN	;	BWRL IN
11285	;	8058 JP	;	CAP CI
11286	;	CINTAC CI	;	CAP CI
11287	;	GLTR LI	;	CHEP RM
11288	;	MAGN RM	;	CHEP RM
11289	;	7011 JP	;	CHMF RM
11290	;	AI FP	;	CHMF RM
11291	;	GLTR LI	;	CHMF RM
11292	;	KWR US	;	CHMF RM
11293	;	RHIM LN	;	CHMF RM
11294	;	SKFB SS	;	CHMF RM
11295	;	VSVS LN	;	CHMF RM
11296	;	CAP CI	;	CINTAC CI
11297	;	KWR US	;	CLF US
11298	;	MT NA	;	CLF US
11299	;	SXC US	;	CLF US
11300	;	NUE US	;	CMC US
11301	;	VOE AV	;	CMC US
11302	;	AMG NA	;	CRS US
11303	;	RHIM LN	;	CRS US
11304	;	2002 TT	;	CSCS MK
11305	;	2014 TT	;	CSCS MK
11306	;	4004 JP	;	CSNA3 BZ
11307	;	6301 JP	;	CSNA3 BZ
11308	;	BHP AU	;	CSNA3 BZ
11309	;	KWR US	;	CSNA3 BZ
11310	;	NELES FH	;	CSNA3 BZ
11311	;	NUE US	;	CSNA3 BZ
11312	;	RHIM LN	;	CSNA3 BZ
11313	;	RIO LN	;	CSNA3 BZ
11314	;	SIE GR	;	CSNA3 BZ
11315	;	TKA GR	;	CSNA3 BZ
11316	;	VSVS LN	;	CSNA3 BZ
11317	;	NRP US	;	CSO CN
11318	;	ANDR AV	;	EREGL TI
11319	;	MTLR RM	;	EREGL TI
11320	;	RHIM LN	;	EREGL TI
11321	;	GLTR LI	;	EVR LN
11322	;	MT NA	;	EVR LN
11323	;	NUE US	;	EVR LN
11324	;	RASP RM	;	EVR LN
11325	;	6301 JP	;	FMG AU
